model_name,brand,processor_name,ram(GB),ssd(GB),Hard Disk(GB),storage_size,storage_type,graphics,Operating System,screen_size(inches),resolution (pixels),price,cpu_score,gpu_score,ram_score,storage_score,gaming_score,editing_score,daily_score,all_rounder_score,performance_score,usage_category,budget_category,recommendation_note
Acer Aspire 3 A315-23 Laptop,Acer,Ryzen 5 3500U,8,512,0,512,SSD,AMD Radeon AMD,Windows,15.6,1920 x 1080,51250,45,30,55,80,45.0,49.0,58.25,50.75,47.75,Daily Use,Low Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Memiliki storage yang mendukung workflow lebih cepat"
Asus TUF F15 FA507RE-HN043WS 2022 Gaming Laptop,Asus,AMD Ryzen 7 6800H,16,512,0,512,SSD,4 GB NVIDIA GeForce RTX 3050 Ti,Windows,15.6,1920 x 1080,89990,82,73,80,80,77.35,78.95,79.9,78.85,78.6,All-Rounder,High Budget,Cocok untuk penggunaan serbaguna karena kuat untuk gaming dan editing sekaligus; Cocok untuk programming dan multitasking; Cocok untuk AI ringan dan image processing; Memiliki storage yang mendukung workflow lebih cepat
MSI GF63 Thin 10SC-848IN Gaming Laptop,MSI,10th Gen Core i5,8,512,0,512,SSD,4 GB NVIDIA Geforce GTX 1650,Windows,15.6,1920 x 1080,60700,65,58,55,80,62.6,63.0,67.05,63.75,63.15,Gaming,Mid Budget,Cocok untuk gaming karena memiliki GPU yang cukup kuat; Memiliki storage yang mendukung workflow lebih cepat
Acer Aspire 5 A515-45-R1YC Laptop,Acer,Ryzen 5 5500U,8,256,0,256,SSD,AMD Radeon,Windows,15.6,1920 x 1080,44990,62,30,55,65,47.0,52.7,58.1,52.85,51.45,Daily Use,Low Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan"
Acer Nitro 5 AN515-46 Gaming Laptop,Acer,AMD Ryzen 7 6800H,16,1000,0,1000,SSD,Missing,Windows,,,129990,82,35,80,95,62.5,71.7,81.35,72.35,69.45,Editing,High Budget,"Cocok untuk editing karena memiliki CPU, RAM, dan storage yang mendukung; Cocok untuk programming dan multitasking; Memiliki storage yang mendukung workflow lebih cepat"
Lenovo Legion 5 Pro 82RG009AIN Laptop,Lenovo,AMD Ryzen 7 6800H,16,1000,0,1000,SSD,6 GB NVIDIA GeForce RTX 3060,Windows,16.0,2560 x 1600,159990,82,78,80,95,81.85,82.45,85.65,83.1,82.35,All-Rounder,High Budget,Cocok untuk penggunaan serbaguna karena kuat untuk gaming dan editing sekaligus; Cocok untuk programming dan multitasking; Cocok untuk AI ringan dan image processing; Memiliki storage yang mendukung workflow lebih cepat
HP Omen 16-C0136AX Laptop,HP,AMD Ryzen 5 5600H,8,512,0,512,SSD,4 GB NVIDIA GeForce GTX 1650,Windows,16.1,1920 x 1080,75299,72,58,55,80,64.35,65.45,69.15,65.85,65.6,Gaming,Mid Budget,Cocok untuk gaming karena memiliki GPU yang cukup kuat; Memiliki storage yang mendukung workflow lebih cepat
HP Envy x360 13-bf0058TU Laptop,HP,12th Gen Core i5,16,512,0,512,SSD,Intel Iris X Graphics,Windows,13.3,2880 x 1800,103000,71,42,80,80,60.65,67.35,73.5,67.8,65.45,Editing,High Budget,"Cocok untuk editing karena memiliki CPU, RAM, dan storage yang mendukung; Memiliki storage yang mendukung workflow lebih cepat"
HP Omen 17-ck1022TX Gaming Laptop,HP,12th Gen Core i7,32,1000,0,1000,SSD,8 GB NVIDIA GeForce RTX 3070Ti,Windows,16.1,2560 x 1440,199999,81,84,95,95,86.55,87.35,89.7,88.05,86.8,All-Rounder,High Budget,Cocok untuk penggunaan serbaguna karena kuat untuk gaming dan editing sekaligus; Cocok untuk programming dan multitasking; Cocok untuk AI ringan dan image processing; Memiliki storage yang mendukung workflow lebih cepat
Honor MagicBook 15 WDQ9CHNE Laptop,Honor,AMD Ryzen 5 5500U,8,256,0,256,SSD,AMD Radeon,Windows,15.6,1920 x 1080,39990,62,30,55,65,47.0,52.7,58.1,52.85,51.45,Daily Use,Low Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan"
HP Envy x360 16-h0028TX Laptop,HP,12th Gen Core i7,16,512,0,512,SSD,Intel Iris X Graphics,Windows,13.3,3840 x 2400,143990,81,42,80,80,63.15,70.85,76.5,70.8,68.95,Editing,High Budget,"Cocok untuk editing karena memiliki CPU, RAM, dan storage yang mendukung; Cocok untuk programming dan multitasking; Memiliki storage yang mendukung workflow lebih cepat"
HP Envy 16-h0026tx Laptop,HP,12th Gen Core i9,32,1000,0,1000,SSD,6 GB NVIDIA GeForce RTX 3060,Windows,15.6,3840 x 2160,219900,95,78,95,95,87.35,90.75,93.3,90.75,89.9,All-Rounder,High Budget,Cocok untuk penggunaan serbaguna karena kuat untuk gaming dan editing sekaligus; Cocok untuk programming dan multitasking; Cocok untuk AI ringan dan image processing; Memiliki storage yang mendukung workflow lebih cepat
HP Envy 16-h0025tx Laptop,HP,12th Gen Core i9,16,1000,0,1000,SSD,6 GB NVIDIA GeForce RTX 3060,Windows,16.0,3840 x 2160,192490,95,78,80,95,85.1,87.0,89.55,87.0,86.9,All-Rounder,High Budget,Cocok untuk penggunaan serbaguna karena kuat untuk gaming dan editing sekaligus; Cocok untuk programming dan multitasking; Cocok untuk AI ringan dan image processing; Memiliki storage yang mendukung workflow lebih cepat
Lenovo Legion 5 Pro 82RG00EKIN Laptop,Lenovo,AMD Ryzen 7 6800H,32,1000,0,1000,SSD,8 GB NVIDIA GeForce RTX 3070,Windows,16.0,2560 x 1600,189990,82,84,95,95,86.8,87.7,90.0,88.35,87.15,All-Rounder,High Budget,Cocok untuk penggunaan serbaguna karena kuat untuk gaming dan editing sekaligus; Cocok untuk programming dan multitasking; Cocok untuk AI ringan dan image processing; Memiliki storage yang mendukung workflow lebih cepat
Lenovo Yoga Slim 7 Pro 82SV0053IN Laptop,Lenovo,12th Gen Core i7,16,512,0,512,SSD,Intel Iris Xe Graphics,Windows,14.0,2880 x 1800,109969,81,42,80,80,63.15,70.85,76.5,70.8,68.95,Editing,High Budget,"Cocok untuk editing karena memiliki CPU, RAM, dan storage yang mendukung; Cocok untuk programming dan multitasking; Memiliki storage yang mendukung workflow lebih cepat"
Asus VivoBook 14 X415JA-BV322WS Laptop,Asus,10th Gen Core i3,8,512,0,512,SSD,Intel UHD Graphics,Windows,14.0,1920 x 1080,33990,48,25,55,80,43.5,48.8,58.65,50.4,47.3,Daily Use,Low Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Memiliki storage yang mendukung workflow lebih cepat"
Lenovo Yoga 6 82UD0068IN 2-in-1 Laptop,Lenovo,Ryzen 7 5700U,16,512,0,512,SSD,AMD Radeon,Windows,13.3,1920 x 1080,80030,68,30,80,80,54.5,63.3,71.4,63.9,60.8,Daily Use,Mid Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Memiliki storage yang mendukung workflow lebih cepat"
HP Chromebook 14a-na1004TU Laptop,HP,Celeron N4500,4,0,64,64,HDD,Intel Integrated UHD Graphics,Chrome,14.0,1366 x 768,21990,25,25,30,25,25.75,26.25,26.25,26.25,26.0,Daily Use,Low Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan"
Lenovo V14 G2-ITL 82KAA025IH Laptop,Lenovo,11th Gen Core i3,8,0,1000,1000,HDD,Intel Integrated UHD,Windows,14.0,1920 x 1080,51500,51,25,55,70,42.75,48.35,56.05,49.3,46.85,Daily Use,Low Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan"
HP Envy x360 13-bf0063TU Laptop,HP,12th Gen Core i7,16,1000,0,1000,SSD,Intel Iris X Graphics,Windows,13.3,2880 x 1800,109990,81,42,80,95,65.4,73.1,81.75,73.8,71.2,Editing,High Budget,"Cocok untuk editing karena memiliki CPU, RAM, dan storage yang mendukung; Cocok untuk programming dan multitasking; Memiliki storage yang mendukung workflow lebih cepat"
Gigabyte Aero 5 XE4 OLED Laptop,Gigabyte,12th Gen Core i7,16,1000,0,1000,SSD,8 GB NVIDIA GeForce RTX 3070Ti,Windows,15.6,1920 x 1080,185490,81,84,80,95,84.3,83.6,85.95,84.3,83.8,All-Rounder,High Budget,Cocok untuk penggunaan serbaguna karena kuat untuk gaming dan editing sekaligus; Cocok untuk programming dan multitasking; Cocok untuk AI ringan dan image processing; Memiliki storage yang mendukung workflow lebih cepat
Lenovo V14-IIL 82C4019YIH Laptop,Lenovo,10th Gen Core i5,4,256,0,256,SSD,Intel Integrated UHD,Windows,14.0,1366 x 768,48000,65,25,30,65,41.75,46.25,52.25,46.25,46.0,Daily Use,Low Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan"
Asus VivoBook 14 2022 X1402ZA-EK521WS Laptop,Asus,12th Gen Core i5,8,512,0,512,SSD,Intel Integrated UHD,Windows,14.0,1920 x 1080,53990,71,25,55,80,49.25,56.85,65.55,57.3,55.35,Daily Use,Low Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Memiliki storage yang mendukung workflow lebih cepat"
Asus VivoBook 14 2022 X1402ZA-MW512WS Laptop,Asus,12th Gen Core i5,16,512,0,512,SSD,Intel Integrated Iris Xe,Windows,14.0,1920 x 1080,66990,71,42,80,80,60.65,67.35,73.5,67.8,65.45,Editing,Mid Budget,"Cocok untuk editing karena memiliki CPU, RAM, dan storage yang mendukung; Memiliki storage yang mendukung workflow lebih cepat"
Asus VivoBook 14 2022 X1402ZA-MW311WS Laptop,Asus,12th Gen Core i3,8,512,0,512,SSD,Intel Integrated UHD,Windows,14.0,1920 x 1080,45990,54,25,55,80,45.0,50.9,60.45,52.2,49.4,Daily Use,Low Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Memiliki storage yang mendukung workflow lebih cepat"
Lenovo Thinkpad E14 Gen 2 20TBS4K300 Laptop,Lenovo,11th Gen Core i5,8,512,0,512,SSD,Intel UHD,DOS,14.1,1920 x 1080,71449,68,25,55,80,48.5,55.8,64.65,56.4,54.3,Daily Use,Mid Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Memiliki storage yang mendukung workflow lebih cepat"
Lenovo E41-55 ‎82C700FNGE Laptop,Lenovo,Athlon Pro 3045B,4,0,1000,1000,HDD,AMD Radeon Graphics,Windows,15.6,1920 x 1080,21999,25,30,30,70,34.75,34.25,42.5,36.5,34.25,Daily Use,Low Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan"
Dell Latitude 3420 Laptop,Dell,11th Gen Core i5,16,512,1000,512,SSD,Intel UHD Graphics,Windows,14.0,1366 x 768,75800,68,25,80,80,52.25,62.05,70.9,62.65,59.3,Daily Use,Mid Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Memiliki storage yang mendukung workflow lebih cepat"
HP 250 G8 6G9R1PA Notebook,HP,11th Gen Core i3,8,512,0,512,SSD,Intel Integrated Intel® UHD Graphics,DOS,15.6,1366 x 768,35979,51,25,55,80,44.25,49.85,59.55,51.3,48.35,Daily Use,Low Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Memiliki storage yang mendukung workflow lebih cepat"
Acer TravelMate TMP215-53 Laptop,Acer, Pentium Gold 7505,4,0,1000,1000,HDD,Intel Integrated,Windows,15.6,1366 x 768,26990,38,25,30,70,35.75,37.55,45.9,39.15,37.3,Daily Use,Low Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan"
HP 430 G8 366B1PA Business Laptop,HP,11th Gen Core i7,8,512,0,512,SSD,Graphics & Networking: Intel Iris X Graphics,Windows,13.3,,111500,78,42,55,80,58.65,63.55,69.35,63.65,62.9,Daily Use,High Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Memiliki storage yang mendukung workflow lebih cepat"
MSI Creator M16 A11UC-669IN Laptop,MSI,11th Gen Core i7,16,512,0,512,SSD,4 GB NVIDIA GeForce RTX3050,Windows,16.0,2560 x 1600,115990,78,70,80,80,75.0,76.8,78.4,76.9,76.3,All-Rounder,High Budget,Cocok untuk penggunaan serbaguna karena kuat untuk gaming dan editing sekaligus; Cocok untuk programming dan multitasking; Memiliki storage yang mendukung workflow lebih cepat
Lenovo ThinkPad X1 Yoga 20XYS00R00 Laptop,Lenovo,11th Gen Core i7,16,1000,0,1000,SSD,Intel UHD Graphics,Windows,14.0,1920 x 1080,248890,78,25,80,95,57.0,67.8,79.15,68.65,65.05,Daily Use,High Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Cocok untuk programming dan multitasking; Memiliki storage yang mendukung workflow lebih cepat"
Lenovo ThinkPad T14 2021 20W0S03F00 Laptop,Lenovo,11th Gen Core i5,8,512,0,512,SSD,512 MB Intel Integrated,Windows,14.0,1920 x 1080,87000,68,25,55,80,48.5,55.8,64.65,56.4,54.3,Daily Use,High Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Memiliki storage yang mendukung workflow lebih cepat"
Huawei MateBook D14 Laptop,Huawei,10th Gen Core i5,8,512,0,512,SSD,Intel UHD Graphics,Windows,14.0,1920 x 1080,71901,65,25,55,80,47.75,54.75,63.75,55.5,53.25,Daily Use,Mid Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Memiliki storage yang mendukung workflow lebih cepat"
Lenovo IdeaPad Slim 5 82FG01HAIN Laptop,Lenovo,11th Gen Core i5,16,512,0,512,SSD,Intel Iris Xe Graphics,Windows,15.6,1920 x 1080,59990,68,42,80,80,59.9,66.3,72.6,66.9,64.4,Editing,Mid Budget,"Cocok untuk editing karena memiliki CPU, RAM, dan storage yang mendukung; Memiliki storage yang mendukung workflow lebih cepat"
Asus VivoBook 14 2021 X415KA-BV121WS Laptop,Asus,Intel Silver N6000,8,256,0,256,SSD,Intel Integrated Intel UHD,Windows,14.1,1366 x 768,28990,35,25,55,65,38.0,42.0,49.5,43.5,40.5,Daily Use,Low Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan"
Dell Inspiron 3511 Laptop,Dell,11th Gen Core i3,8,512,1000,512,SSD,Intel UHD Graphics,Windows,15.56,1920 x 1080,46499,51,25,55,80,44.25,49.85,59.55,51.3,48.35,Daily Use,Low Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Memiliki storage yang mendukung workflow lebih cepat"
Lenovo V14 G2-ITL ﻿82KAA05VIH Laptop,Lenovo,11th Gen Core i3,4,256,0,256,SSD,Intel Integrated UHD,Windows,15.0,1920 x 1080,39000,51,25,30,65,38.25,41.35,48.05,42.05,41.1,Daily Use,Low Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan"
Huawei MateBook 14 2021‎ WDH9A Laptop,Huawei,11th Gen Core i5,8,512,0,512,SSD,Intel Iris Xe Graphics,Windows,14.0,2160 x 1440,100931,68,42,55,80,56.15,60.05,66.35,60.65,59.4,Daily Use,High Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Memiliki storage yang mendukung workflow lebih cepat"
Asus ROG Zephyrus G14 GA402RJZ-L4136WS Gaming Laptop,Asus,AMD Ryzen 9 6900HS,16,1000,0,1000,SSD,8 GB AMD Radeon RX 6700S,Windows,14.0,1920 x 1080,155000,88,30,80,95,61.75,72.55,82.65,72.9,70.05,Daily Use,High Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Cocok untuk programming dan multitasking; Memiliki storage yang mendukung workflow lebih cepat"
HP Envy x360 13-bf0078TU Laptop,HP,12th Gen Core i5,8,512,0,512,SSD,Intel Iris X Graphics,Windows,13.3,1920 x 1080,80990,71,42,55,80,56.9,61.1,67.25,61.55,60.45,Daily Use,Mid Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Memiliki storage yang mendukung workflow lebih cepat"
Asus ROG Flow X16 2022 GV601RM-M5053WS Gaming Laptop,Asus,Ryzen 7 6800HS,16,1000,0,1000,SSD,6 GB AMD Radeon Radeon 680M,Windows,16.0,2560 x 1600,187990,82,46,80,95,67.45,74.45,82.45,75.1,72.75,Editing,High Budget,"Cocok untuk editing karena memiliki CPU, RAM, dan storage yang mendukung; Cocok untuk programming dan multitasking; Memiliki storage yang mendukung workflow lebih cepat"
Asus ROG Flow X16 2022 GV601RM-M5039WS Gaming Laptop,Asus,Ryzen 9 6900HS,16,1000,0,1000,SSD,6 GB AMD Radeon Radeon 680M,Windows,16.0,2560 x 1600,211990,88,46,80,95,68.95,76.55,84.25,76.9,74.85,Editing,High Budget,"Cocok untuk editing karena memiliki CPU, RAM, dan storage yang mendukung; Cocok untuk programming dan multitasking; Memiliki storage yang mendukung workflow lebih cepat"
Lenovo V14 Gen 2 82KAA002IH Laptop,Lenovo,11th Gen Core i5,8,512,0,512,SSD,Intel Iris Xe Graphics,DOS,14.0,1920 x 1080,47199,68,42,55,80,56.15,60.05,66.35,60.65,59.4,Daily Use,Low Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Memiliki storage yang mendukung workflow lebih cepat"
Avita Pura E NS14A6 Laptop,Avita,10th Gen Core i3,8,256,0,256,SSD,Intel UHD Graphics 620,Windows,14.0,1920 x 1080,29990,48,25,55,65,41.25,46.55,53.4,47.4,45.05,Daily Use,Low Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan"
Lenovo ThinkBook 13s ITL Gen 2 20V9A036IH Laptop,Lenovo,11th Gen Core i7,16,512,0,512,SSD,Intel Integrated Iris Xe,Windows,13.0,2560 x 1600,85999,78,42,80,80,62.4,69.8,75.6,69.9,67.9,Editing,Mid Budget,"Cocok untuk editing karena memiliki CPU, RAM, dan storage yang mendukung; Cocok untuk programming dan multitasking; Memiliki storage yang mendukung workflow lebih cepat"
Lenovo Thinkpad T15P Gen 2 ‎21A7001LUS Laptop,Lenovo,11th Gen Core i7,16,512,0,512,SSD,4 GB NVIDIA GeForce GTX 1650,Windows,14.0,1920 x 1080,219000,78,58,80,80,69.6,73.8,77.2,73.9,72.7,Editing,High Budget,"Cocok untuk editing karena memiliki CPU, RAM, dan storage yang mendukung; Cocok untuk programming dan multitasking; Memiliki storage yang mendukung workflow lebih cepat"
Lenovo Ideapad Flex 5 82R700ASIN Laptop,Lenovo,12th Gen Core i3,8,512,0,512,SSD,Intel Integrated UHD,Windows,14.0,1920 x 1080,59801,54,25,55,80,45.0,50.9,60.45,52.2,49.4,Daily Use,Mid Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Memiliki storage yang mendukung workflow lebih cepat"
Lenovo Ideapad Slim 3i 82H802EYIN Laptop,Lenovo,11th Gen Core i3,8,256,0,256,SSD,Intel UHD Integrated Graphics,Windows,15.6,1920 x 1080,37000,51,25,55,65,42.0,47.6,54.3,48.3,46.1,Daily Use,Low Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan"
Lenovo IdeaPad Flex 5 82R7006HIN Laptop,Lenovo,11th Gen Core i5,16,512,0,512,SSD,Intel Integrated UHD Xe,Windows,14.0,1920 x 1080,74490,68,25,80,80,52.25,62.05,70.9,62.65,59.3,Daily Use,Mid Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Memiliki storage yang mendukung workflow lebih cepat"
Dell Vostro 3400 Laptop AMD,Dell,Ryzen 5 3450U,8,256,0,256,SSD,AMD Radeon,Windows,14.0,1920 x 1080,36990,56,30,55,65,45.5,50.6,56.3,51.05,49.35,Daily Use,Low Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan"
Lenovo Yoga Slim 7 Pro 82NC00FRIN Laptop,Lenovo,11th Gen Core i5,16,512,0,512,SSD,Intel Iris Xe Graphics,Windows,14.0,2880 x 1800,74517,68,42,80,80,59.9,66.3,72.6,66.9,64.4,Editing,Mid Budget,"Cocok untuk editing karena memiliki CPU, RAM, dan storage yang mendukung; Memiliki storage yang mendukung workflow lebih cepat"
MSI Katana GF66 12UC-636IN Gaming Laptop,MSI,12th Gen Core i5,8,512,0,512,SSD,4 GB NVIDIA GeForce RTX 3050,Windows,15.6,1920 x 1080,70990,71,70,55,80,69.5,68.1,70.05,68.55,68.85,Gaming,Mid Budget,Cocok untuk gaming karena memiliki GPU yang cukup kuat; Memiliki storage yang mendukung workflow lebih cepat
MSI Gaming Katana GF76 11UC-848IN Laptop,MSI,11th Gen Core i7,16,512,0,512,SSD,4 GB Nvidia RTX 3050,Windows,17.32,1920 x 1080,76990,78,70,80,80,75.0,76.8,78.4,76.9,76.3,All-Rounder,Mid Budget,Cocok untuk penggunaan serbaguna karena kuat untuk gaming dan editing sekaligus; Cocok untuk programming dan multitasking; Memiliki storage yang mendukung workflow lebih cepat
MSI Gaming Katana GF76 11UD-849IN Laptop,MSI,11th Gen Core i7,16,512,0,512,SSD,4 GB Nvidia RTX 3050 Ti,Windows,17.32,1920 x 1080,82990,78,73,80,80,76.35,77.55,78.7,77.65,77.2,All-Rounder,Mid Budget,Cocok untuk penggunaan serbaguna karena kuat untuk gaming dan editing sekaligus; Cocok untuk programming dan multitasking; Memiliki storage yang mendukung workflow lebih cepat
MSI Katana GF66 12UE-1001IN Gaming Laptop,MSI,12th Gen Core i5,16,512,0,512,SSD,6 GB NVIDIA GeForce RTX 3060,Windows,15.6,1920 x 1080,85990,71,78,80,80,76.85,76.35,77.1,76.8,76.25,Gaming,Mid Budget,Cocok untuk gaming karena memiliki GPU yang cukup kuat; Memiliki storage yang mendukung workflow lebih cepat
MSI Gaming Katana GF66 12UE-1002IN Laptop,MSI,12th Gen Core i7,16,1000,0,1000,SSD,6 GB Nvidia GeForce RTX 3060,Windows,15.6,1920 x 1080,105990,81,78,80,95,81.6,82.1,85.35,82.8,82.0,All-Rounder,High Budget,Cocok untuk penggunaan serbaguna karena kuat untuk gaming dan editing sekaligus; Cocok untuk programming dan multitasking; Cocok untuk AI ringan dan image processing; Memiliki storage yang mendukung workflow lebih cepat
Acer Swift X SFX14-41G Laptop,Acer,Ryzen 5 5600U,16,512,0,512,SSD,4 GB NVIDIA GeForce RTX 3050,Windows,14.0,1920 x 1080,76000,64,70,80,80,71.5,71.9,74.2,72.7,71.4,Gaming,Mid Budget,Cocok untuk gaming karena memiliki GPU yang cukup kuat; Memiliki storage yang mendukung workflow lebih cepat
Lenovo V14-IGL ‎82C2S02K00 Laptop,Lenovo,Celeron N4020,4,256,0,256,SSD,Intel Integrated UHD,Windows,14.0,1920 x 1080,21999,22,25,30,65,31.0,31.2,39.35,33.35,30.95,Daily Use,Low Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan"
HP 255 G8 6V2R7PA Laptop,HP,AMD Athlon 3050U,4,0,1000,1000,HDD,AMD Radeon Graphics,DOS,15.6,1366 x 768,24650,25,30,30,70,34.75,34.25,42.5,36.5,34.25,Daily Use,Low Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan"
