model_name,brand,processor_name,ram(GB),ssd(GB),Hard Disk(GB),graphics,Operating System,screen_size(inches),resolution (pixels),no_of_cores,no_of_threads,spec_score,price,cpu_score,gpu_score,ram_score,storage_score,gaming_score,editing_score,daily_score,all_rounder_score,performance_score,usage_category,budget_category,recommendation_note,cpu_score_source,gpu_score_source
Lenovo IdeaPad Slim 5 15ITL05 82SE0061IN Laptop,Lenovo,11th Gen Core i5,16,512,0,Intel Iris Xe Graphics,Windows,15.6,1920 x 1080,4,8,62,63990,71.0,28.12,80,75,53.65,63.13,70.36,63.33,60.54,Daily Use,Mid Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Memiliki storage yang mendukung workflow lebih cepat",fallback,benchmark
Acer Nitro 5 AN515-45 NH.QCLSI.004 Gaming Laptop,Acer,AMD Ryzen 5 5600H,8,512,0,4 GB NVIDIA GeForce RTX 3050,Windows,15.6,1920 x 1080,6,12,67,67990,73.2,100.0,55,75,82.8,75.62,71.96,75.71,77.87,Gaming,Mid Budget,Cocok untuk gaming dan kebutuhan grafis tinggi; Memiliki storage yang mendukung workflow lebih cepat,benchmark,benchmark
Gigabyte Aero 5 KE4 OLED Laptop,Gigabyte,12th Gen Core i7,16,1000,0,6 GB NVIDIA GeForce RTX 3060,Windows,15.6,1920 x 1080,14,20,79,143990,100.0,100.0,80,90,95.5,93.5,91.5,93.0,94.5,Gaming,High Budget,Cocok untuk gaming dan kebutuhan grafis tinggi; Cocok untuk programming dan multitasking; Cocok untuk AI ringan dan image processing; Memiliki storage yang mendukung workflow lebih cepat,benchmark,benchmark
Lenovo V14 G2-ITL 82KA00G8IH Laptop,Lenovo,11th Gen Core i3,4,256,0,Intel Integrated UHD,DOS,14.0,1920 x 1080,2,4,0,29500,54.52,16.42,30,60,34.52,39.69,46.5,39.96,39.01,Daily Use,Low Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan",benchmark,benchmark
Asus ROG Strix G17 2022 G713RW-KH110WS Gaming Laptop,Asus,AMD Ryzen 9 6900HX,16,1000,0,8 GB NVIDIA GeForce RTX 3070 Ti,Windows,17.3,1920 x 1080,8,16,76,205780,100.0,100.0,80,90,95.5,93.5,91.5,93.0,94.5,Gaming,High Budget,Cocok untuk gaming dan kebutuhan grafis tinggi; Cocok untuk programming dan multitasking; Cocok untuk AI ringan dan image processing; Memiliki storage yang mendukung workflow lebih cepat,benchmark,benchmark
MSI Crosshair 15 B12UGZ-1012IN Gaming Laptop,MSI,12th Gen Core i7,16,1000,0,8 GB NVIDIA GeForce RTX 3070,Windows,15.6,2560 x 1440,14,20,81,134990,100.0,100.0,80,90,95.5,93.5,91.5,93.0,94.5,Gaming,High Budget,Cocok untuk gaming dan kebutuhan grafis tinggi; Cocok untuk programming dan multitasking; Cocok untuk AI ringan dan image processing; Memiliki storage yang mendukung workflow lebih cepat,benchmark,benchmark
MSI Crosshair 15 B12UEZ-897IN Gaming Laptop,MSI,12th Gen Core i7,16,512,0,6 GB NVIDIA GeForce RTX 3060,Windows,15.6,1920 x 1080,14,20,76,104990,100.0,100.0,80,75,93.25,91.25,86.25,90.0,92.25,Gaming,High Budget,Cocok untuk gaming dan kebutuhan grafis tinggi; Cocok untuk programming dan multitasking; Cocok untuk AI ringan dan image processing; Memiliki storage yang mendukung workflow lebih cepat,benchmark,benchmark
Lenovo V15 Gen 2 Laptop,Lenovo,11th Gen Core i3,8,512,0,Intel Integrated UHD,Windows,15.0,1920 x 1080,2,4,54,40871,54.52,16.42,55,75,40.52,48.19,58.0,49.21,46.26,Daily Use,Low Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Memiliki storage yang mendukung workflow lebih cepat",benchmark,benchmark
Lenovo V15 82KDA01DIH Laptop,Lenovo,AMD Ryzen 3 5300U,8,256,0,AMD Radeon Graphics,Windows,15.6,1920 x 1080,4,8,62,39999,43.04,73.06,55,60,60.89,56.08,54.97,56.93,56.98,Gaming,Low Budget,Cocok untuk gaming dan kebutuhan grafis tinggi,benchmark,benchmark
Acer Spin 3 SP314-55N Laptop,Acer,12th Gen Core i5,16,512,0,Intel Irix Xe Graphics,Windows,14.0,1920 x 1080,10,12,59,84990,99.91,9.99,80,75,52.72,68.72,77.22,67.47,65.22,Daily Use,Mid Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Cocok untuk programming dan multitasking; Memiliki storage yang mendukung workflow lebih cepat",benchmark,benchmark
Lenovo Legion 5 82JU00SYIN Laptop,Lenovo,AMD Ryzen 7 5800H,16,1000,0,6 GB NVIDIA GeForce RTX 3060,Windows,16.0,2560 x 1600,8,16,79,129994,91.22,100.0,80,90,93.3,90.43,88.87,90.37,91.43,Gaming,High Budget,Cocok untuk gaming dan kebutuhan grafis tinggi; Cocok untuk programming dan multitasking; Cocok untuk AI ringan dan image processing; Memiliki storage yang mendukung workflow lebih cepat,benchmark,benchmark
Lenovo ThinkPad T14 20W0S1C800 Laptop,Lenovo,11th Gen Core i7,16,512,0,Intel Iris Xe Graphics,Windows,14.0,1920 x 1080,4,8,67,142000,86.0,28.12,80,75,57.4,68.38,74.86,67.83,65.79,Daily Use,High Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Cocok untuk programming dan multitasking; Memiliki storage yang mendukung workflow lebih cepat",fallback,benchmark
MSI Raider GE77HX 12UHS-205IN Gaming Laptop,MSI,12th Gen Core i9,32,2000,0,16 GB NVIDIA GeForce RTX 3080 Ti,Windows,17.3,3840 x 2160,16,24,86,299990,100.0,100.0,95,100,99.25,98.75,98.75,98.75,99.0,Gaming,High Budget,Cocok untuk gaming dan kebutuhan grafis tinggi; Cocok untuk programming dan multitasking; Cocok untuk AI ringan dan image processing; Memiliki storage yang mendukung workflow lebih cepat,benchmark,benchmark
MSI Vector GP76 12UGSO-868IN Gaming Laptop,MSI,12th Gen Core i7,16,1000,0,8 GB NVIDIA GeForce RTX 3070 Ti,Windows,17.3,1920 x 1080,14,20,82,170990,100.0,100.0,80,90,95.5,93.5,91.5,93.0,94.5,Gaming,High Budget,Cocok untuk gaming dan kebutuhan grafis tinggi; Cocok untuk programming dan multitasking; Cocok untuk AI ringan dan image processing; Memiliki storage yang mendukung workflow lebih cepat,benchmark,benchmark
MSI Creator M16 A12UD-633IN Laptop,MSI,12th Gen Core i7,16,512,0,4 GB NVIDIA GeForce RTX 3050 Ti,Windows,16.0,2560 x 1660,14,20,79,99990,100.0,100.0,80,75,93.25,91.25,86.25,90.0,92.25,Gaming,High Budget,Cocok untuk gaming dan kebutuhan grafis tinggi; Cocok untuk programming dan multitasking; Cocok untuk AI ringan dan image processing; Memiliki storage yang mendukung workflow lebih cepat,benchmark,benchmark
MSI Alpha 15 B5EEK-235IN Laptop,MSI,Ryzen 7 5800H ,8,512,0,8 GB AMD Radeon RX 6600M,Windows,15.6,1920 x 1080,8,16,75,79990,91.22,89.67,55,75,82.66,79.34,76.33,78.53,81.08,Gaming,Mid Budget,Cocok untuk gaming dan kebutuhan grafis tinggi; Cocok untuk AI ringan dan image processing; Memiliki storage yang mendukung workflow lebih cepat,benchmark,benchmark
MSI Creator Pro M16 A12UIS-634IN Gaming Laptop,MSI,12th Gen Core i7,16,1000,0,4 GB NVIDIA GeForce RTX A1000,Windows,16.0,2560 x 1660,14,20,80,109990,100.0,100.0,80,90,95.5,93.5,91.5,93.0,94.5,Gaming,High Budget,Cocok untuk gaming dan kebutuhan grafis tinggi; Cocok untuk programming dan multitasking; Cocok untuk AI ringan dan image processing; Memiliki storage yang mendukung workflow lebih cepat,benchmark,benchmark
MSI Thin GF63 11SC-1046IN Gaming Laptop,MSI,11th Gen Core i5,8,512,0,4 GB NVIDIA GeForce GTX 1650 Max-Q,Windows,15.6,1920 x 1080,6,12,69,54490,71.0,77.12,55,75,71.95,69.13,69.01,69.33,70.24,Gaming,Low Budget,Cocok untuk gaming dan kebutuhan grafis tinggi; Memiliki storage yang mendukung workflow lebih cepat,fallback,benchmark
Asus ROG Strix Scar 17 SE G733CX-LL012WS Gaming Laptop,Asus,12th Gen Core i9,32,4000,0,16 GB NVIDIA GeForce RTX 3080Ti,Windows,17.3,2560 x 1440,16,24,86,479990,100.0,100.0,95,100,99.25,98.75,98.75,98.75,99.0,Gaming,High Budget,Cocok untuk gaming dan kebutuhan grafis tinggi; Cocok untuk programming dan multitasking; Cocok untuk AI ringan dan image processing; Memiliki storage yang mendukung workflow lebih cepat,benchmark,benchmark
Asus VivoBook 14 X415JA-EK324WS Laptop,Asus,10th Gen Core i3,8,512,0,Intel UHD Graphics,Windows,14.0,1920 x 1080,2,4,50,32749,54.52,16.42,55,75,40.52,48.19,58.0,49.21,46.26,Daily Use,Low Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Memiliki storage yang mendukung workflow lebih cepat",benchmark,benchmark
Chuwi HeroBook Pro Laptop,Chuwi,Intel Celeron N4020,8,256,0,Intel HD Graphics,Windows,14.1,1366 x 768,2,2,48,23990,7.3,9.99,55,60,23.57,27.8,37.94,30.44,25.55,Daily Use,Low Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan",benchmark,benchmark
MSI Gaming Katana GF66 12UE-262IN Laptop,MSI,12th Gen Core i7,16,1000,0,6 GB Nvidia GeForce RTX 3060,Windows,15.6,1920 x 1080,14,20,75,144834,100.0,100.0,80,90,95.5,93.5,91.5,93.0,94.5,Gaming,High Budget,Cocok untuk gaming dan kebutuhan grafis tinggi; Cocok untuk programming dan multitasking; Cocok untuk AI ringan dan image processing; Memiliki storage yang mendukung workflow lebih cepat,benchmark,benchmark
Asus ROG Strix Scar 15 G533ZXZ-LN116WS Gaming Laptop,Asus,12th Gen Core i9,32,1000,0,16 GB NVIDIA GeForce RTX 3080 Ti,Windows,15.6,2560 x 1440,14,20,87,281990,100.0,100.0,95,90,97.75,97.25,95.25,96.75,97.5,Gaming,High Budget,Cocok untuk gaming dan kebutuhan grafis tinggi; Cocok untuk programming dan multitasking; Cocok untuk AI ringan dan image processing; Memiliki storage yang mendukung workflow lebih cepat,benchmark,benchmark
MSI Katana GF76 11UE-485IN Laptop,MSI,11th Gen Core i7,16,512,0,6 GB Nvidia RTX 3060,Windows,17.32,1920 x 1080,8,16,72,92900,86.0,78.0,80,75,79.85,80.85,79.85,80.3,80.75,Gaming,High Budget,Cocok untuk gaming dan kebutuhan grafis tinggi; Cocok untuk programming dan multitasking; Cocok untuk AI ringan dan image processing; Memiliki storage yang mendukung workflow lebih cepat,fallback,fallback
MSI Delta 15 A5EFK-201IN Gaming Laptop,MSI,AMD Ryzen 7 5800H,16,1000,0,10 GB AMD Radeon RX 6700M,Windows,15.6,1920 x 1080,8,16,79,100990,91.22,100.0,80,90,93.3,90.43,88.87,90.37,91.43,Gaming,High Budget,Cocok untuk gaming dan kebutuhan grafis tinggi; Cocok untuk programming dan multitasking; Cocok untuk AI ringan dan image processing; Memiliki storage yang mendukung workflow lebih cepat,benchmark,benchmark
Asus VivoBook K15 OLED K513EA-L503WS Laptop,Asus,11th Gen Core i5,16,256,1000,Intel Integrated Iris Xe,Windows,15.6,1920 x 1080,4,8,66,67000,71.0,28.12,80,65,52.15,61.63,66.86,61.33,59.04,Daily Use,Mid Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan",fallback,benchmark
Asus VivoBook Pro 15 OLED K6500ZC-L502WS Laptop,Asus,12th Gen Core i5,16,512,0,4 GB NVIDIA GeForce RTX 3050,Windows,15.6,1920 x 1080,8,12,73,89990,99.91,100.0,80,75,93.23,91.22,86.22,89.97,92.22,Gaming,High Budget,Cocok untuk gaming dan kebutuhan grafis tinggi; Cocok untuk programming dan multitasking; Cocok untuk AI ringan dan image processing; Memiliki storage yang mendukung workflow lebih cepat,benchmark,benchmark
Lenovo IdeaPad Slim 5 82SF004XIN Laptop,Lenovo,12th Gen Core i7,16,512,0,Intel Iris Xe Graphics,Windows,15.6,1920 x 1080,10,12,67,82990,100.0,28.12,80,75,60.9,73.28,79.06,72.03,70.69,Daily Use,Mid Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Cocok untuk programming dan multitasking; Memiliki storage yang mendukung workflow lebih cepat",benchmark,benchmark
Lenovo V15 G2 82KDA00UIH Laptop,Lenovo,Ryzen 3 5300U,4,512,0,AMD Radeon Graphic,DOS,15.6,1920 x 1080,4,8,53,33250,43.04,3.1,30,75,27.9,34.59,46.97,36.19,33.24,Daily Use,Low Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Memiliki storage yang mendukung workflow lebih cepat",benchmark,benchmark
Lenovo IdeaPad 3 15ITL6 82H802KYIN Laptop,Lenovo,11th Gen Core i5,8,512,0,Intel Integrated Iris Xe,Windows,15.6,1920 x 1080,4,8,56,53490,71.0,28.12,55,75,49.9,56.88,64.11,57.08,55.54,Daily Use,Low Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Memiliki storage yang mendukung workflow lebih cepat",fallback,benchmark
Lenovo ThinkBook 14 20VDA0THIH Laptop,Lenovo,11th Gen Core i5,8,512,0,Intel Iris Xe Graphics,Windows,14.0,1920 x 1080,4,8,62,77500,71.0,28.12,55,75,49.9,56.88,64.11,57.08,55.54,Daily Use,Mid Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Memiliki storage yang mendukung workflow lebih cepat",fallback,benchmark
Asus Vivobook S14 Flip 2022 TN3402QA-LZ501WS Laptop,Asus,AMD Ryzen 5-5600H,16,512,0,AMD Radeon Graphics,Windows,14.0,1920 x 1200,6,12,56,68200,73.2,73.06,80,75,74.43,75.14,75.52,75.22,74.79,Gaming,Mid Budget,Cocok untuk gaming dan kebutuhan grafis tinggi; Memiliki storage yang mendukung workflow lebih cepat,benchmark,benchmark
Lenovo Legion 5 15ACH6 82JU018YIN Gaming Laptop,Lenovo,Ryzen 7 5800H,16,512,0,6 GB NVIDIA GeForce RTX 3060,Windows,15.6,1920 x 1080,8,16,75,117900,91.22,100.0,80,75,91.06,88.18,83.62,87.37,89.18,Gaming,High Budget,Cocok untuk gaming dan kebutuhan grafis tinggi; Cocok untuk programming dan multitasking; Cocok untuk AI ringan dan image processing; Memiliki storage yang mendukung workflow lebih cepat,benchmark,benchmark
Asus EeeBook E410KA-BV101WS Laptop,Asus,Pentium N6000,8,256,0,Intel Integrated UHD,Windows,14.1,1366 x 768,4,4,48,28990,13.24,16.42,55,60,27.95,31.49,40.36,33.83,29.56,Daily Use,Low Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan",benchmark,benchmark
Lenovo V14-IGL Laptop,Lenovo,Celeron N4020,4,0,1000,Intel Integrated UHD,Windows,14.0,1920 x 1080,2,2,48,22999,7.3,16.42,30,50,21.21,21.66,28.83,23.8,20.98,Daily Use,Low Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan",benchmark,benchmark
Acer Nitro 5 AN515-45 Gaming Laptop,Acer,AMD Ryzen 5 5600H,8,512,0,4 GB NVIDIA GeForce GTX 1650,Windows,15.6,1920 x 1080,6,12,69,59990,73.2,77.12,55,75,72.5,69.9,69.67,69.99,71.01,Gaming,Mid Budget,Cocok untuk gaming dan kebutuhan grafis tinggi; Memiliki storage yang mendukung workflow lebih cepat,benchmark,benchmark
HP 14s-dy2508TU Laptop,HP,11th Gen Core i3,8,512,0,Intel Integrated UHD,Windows,14.0,1920 x 1080,2,4,54,39990,54.52,16.42,55,75,40.52,48.19,58.0,49.21,46.26,Daily Use,Low Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Memiliki storage yang mendukung workflow lebih cepat",benchmark,benchmark
Asus VivoBook Ultra K14 K413EA-EB523WS Laptop,Asus,11th Gen Core i5,16,512,0,Intel Integrated Iris Xe,Windows,14.0,1920 x 1080,4,8,61,60990,71.0,28.12,80,75,53.65,63.13,70.36,63.33,60.54,Daily Use,Mid Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Memiliki storage yang mendukung workflow lebih cepat",fallback,benchmark
Xiaomi Notebook Pro 120G Laptop,Xiaomi,12th Gen Core i5,16,512,0,2 GB Nvidia MX550 Graphics,Windows,14.0,2560 x 1600,8,12,73,76490,99.91,45.0,80,75,68.48,77.47,80.72,76.22,75.72,Editing,Mid Budget,"Cocok untuk editing video, desain grafis, dan rendering ringan; Cocok untuk programming dan multitasking; Memiliki storage yang mendukung workflow lebih cepat",benchmark,fallback
Asus VivoBook Pro 15 OLED K6500ZE-L501WS Laptop,Asus,12th Gen Core i5,16,512,0,4 GB NVIDIA GeForce RTX 3050Ti,Windows,15.6,1920 x 1080,8,12,69,92772,99.91,100.0,80,75,93.23,91.22,86.22,89.97,92.22,Gaming,High Budget,Cocok untuk gaming dan kebutuhan grafis tinggi; Cocok untuk programming dan multitasking; Cocok untuk AI ringan dan image processing; Memiliki storage yang mendukung workflow lebih cepat,benchmark,benchmark
Dell Inspiron 7420 D560828WIN9S Laptop,Dell,12th Gen Core i5,16,512,0,Intel Iris Xe Graphics,Windows,14.0,1920 x 1200,10,12,56,80490,99.91,28.12,80,75,60.88,73.25,79.04,72.0,70.65,Daily Use,Mid Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Cocok untuk programming dan multitasking; Memiliki storage yang mendukung workflow lebih cepat",benchmark,benchmark
HP Spectre x360 13-ef0057TU Laptop,HP,12th Gen Core i5,16,512,0,Intel Iris X Graphics,Windows,13.5,1920 x 1280,10,12,69,108990,99.91,14.92,80,75,54.94,69.95,77.72,68.7,66.69,Daily Use,High Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Cocok untuk programming dan multitasking; Memiliki storage yang mendukung workflow lebih cepat",benchmark,benchmark
Dell G15-5521 SE D560738WIN9B Laptop,Dell,12th Gen Core i7,16,1000,0,6 GB NVIDIA GeForce RTX 3060,Windows,15.6,2560 x 1440,14,20,85,137490,100.0,100.0,80,90,95.5,93.5,91.5,93.0,94.5,Gaming,High Budget,Cocok untuk gaming dan kebutuhan grafis tinggi; Cocok untuk programming dan multitasking; Cocok untuk AI ringan dan image processing; Memiliki storage yang mendukung workflow lebih cepat,benchmark,benchmark
Gigabyte Aorus 15 XE5 Gaming Laptop,Gigabyte,12th Gen Core i7,16,1000,0,8 GB NVIDIA GeForce RTX 3070Ti,Windows,15.6,2560 x 1440,14,20,82,184900,100.0,100.0,80,90,95.5,93.5,91.5,93.0,94.5,Gaming,High Budget,Cocok untuk gaming dan kebutuhan grafis tinggi; Cocok untuk programming dan multitasking; Cocok untuk AI ringan dan image processing; Memiliki storage yang mendukung workflow lebih cepat,benchmark,benchmark
HP Spectre x360 16-f1009TX Laptop,HP,12th Gen Core i7,16,1000,0,4 GB Intel Arc A370M 4GB VRAM Graphics,Windows,16.0,3840 x 2400,12,16,74,176990,100.0,9.99,80,90,55.0,71.0,82.5,70.5,67.5,Daily Use,High Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Cocok untuk programming dan multitasking; Memiliki storage yang mendukung workflow lebih cepat",benchmark,benchmark
Asus ROG Strix G17 G713RM-KH168W Gaming Laptop,Asus,AMD Ryzen 7 6800H,16,1000,0,6 GB NVIDIA GeForce RTX 3060,Windows,17.3,1920 x 1080,8,16,67,129990,99.56,100.0,80,90,95.39,93.35,91.37,92.87,94.35,Gaming,High Budget,Cocok untuk gaming dan kebutuhan grafis tinggi; Cocok untuk programming dan multitasking; Cocok untuk AI ringan dan image processing; Memiliki storage yang mendukung workflow lebih cepat,benchmark,benchmark
HP Spectre x360 13-ef0052TU OLED Laptop,HP,12th Gen Core i5,8,512,0,Intel Iris Xe Graphics,Windows,13.5,3000 x 2000,10,12,67,110480,99.91,28.12,55,75,57.13,67.0,72.78,65.75,65.65,Daily Use,High Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Memiliki storage yang mendukung workflow lebih cepat",benchmark,benchmark
Gigabyte Aorus 15 XE4 Gaming Laptop,Gigabyte,12th Gen Core i7,16,1000,0,8 GB NVIDIA GeForce RTX 3070Ti,Windows,15.6,2560 x 1440,14,20,82,179990,100.0,100.0,80,90,95.5,93.5,91.5,93.0,94.5,Gaming,High Budget,Cocok untuk gaming dan kebutuhan grafis tinggi; Cocok untuk programming dan multitasking; Cocok untuk AI ringan dan image processing; Memiliki storage yang mendukung workflow lebih cepat,benchmark,benchmark
Asus ROG Strix Scar 17 SE G733CX-LL013WS Gaming Laptop,Asus,12th Gen Core i9,32,2000,0,16 GB NVIDIA GeForce RTX 3080 Ti,Windows,17.3,2560 x 1440,16,24,86,359990,100.0,100.0,95,100,99.25,98.75,98.75,98.75,99.0,Gaming,High Budget,Cocok untuk gaming dan kebutuhan grafis tinggi; Cocok untuk programming dan multitasking; Cocok untuk AI ringan dan image processing; Memiliki storage yang mendukung workflow lebih cepat,benchmark,benchmark
HP 255 G8 R3 Laptop,HP,AMD Ryzen 3,8,0,1000,Missing,Windows,15.6,1920 x 1080,4,0,44,36600,59.62,35.0,55,50,46.4,50.87,52.64,50.39,49.87,Daily Use,Low Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan",benchmark,fallback
HP Victus 15-fb0053AX Gaming Laptop,HP,Ryzen 7-5800H,16,512,0,4 GB NVIDIA GeForce RTX 3050,Windows,16.1,1920 x 1080,8,16,71,83099,91.22,100.0,80,75,91.06,88.18,83.62,87.37,89.18,Gaming,Mid Budget,Cocok untuk gaming dan kebutuhan grafis tinggi; Cocok untuk programming dan multitasking; Cocok untuk AI ringan dan image processing; Memiliki storage yang mendukung workflow lebih cepat,benchmark,benchmark
Acer Nitro AN515-57 Gaming Laptop,Acer,11th Gen Core i7,16,512,0,4 GB NVIDIA GeForce RTX 3050 Ti,Windows,15.6,1920 x 1080,8,16,73,82990,86.0,100.0,80,75,89.75,86.35,82.05,85.8,87.35,Gaming,Mid Budget,Cocok untuk gaming dan kebutuhan grafis tinggi; Cocok untuk programming dan multitasking; Cocok untuk AI ringan dan image processing; Memiliki storage yang mendukung workflow lebih cepat,fallback,benchmark
Acer Nitro 5 AN515-58 Gaming Laptop,Acer,12th Gen Core i5,16,512,0,4 GB NVIDIA GeForce RTX 3050,Windows,15.6,1920 x 1080,8,16,72,82990,99.91,100.0,80,75,93.23,91.22,86.22,89.97,92.22,Gaming,Mid Budget,Cocok untuk gaming dan kebutuhan grafis tinggi; Cocok untuk programming dan multitasking; Cocok untuk AI ringan dan image processing; Memiliki storage yang mendukung workflow lebih cepat,benchmark,benchmark
Acer Nitro AN515-57 UN.QEHSI.003 Gaming Laptop,Acer,Intel Core i5,16,512,0,4 GB NVIDIA GeForce GTX 1650,Windows,15.6,1920 x 1080,6,12,67,62990,100.0,77.12,80,75,82.95,85.53,83.96,84.28,85.39,Gaming,Mid Budget,Cocok untuk gaming dan kebutuhan grafis tinggi; Cocok untuk programming dan multitasking; Cocok untuk AI ringan dan image processing; Memiliki storage yang mendukung workflow lebih cepat,benchmark,benchmark
